index,image_path,image_caption,image_label
1759,"data/kitchen/different/ Why did she leave the kitchen Oh right, she remembered there’s laundry to fold too.jpeg"," Why did she leave the kitchen Oh right, she remembered there’s laundry to fold too",kitchen
1760,"data/kitchen/different/ She said the kitchen’s not her place. Good call, no one needs food poisoning tonight.jpeg", She said the kitchen’s not her place,kitchen
1761,data/kitchen/different/WW_starts_Feminists_we_bleong_to_the_kitchen.jpeg,WW starts Feminists we bleong to the kitchen,kitchen
1762,"data/kitchen/different/ Equality Nah, just let us stay in the kitchen where we ‘belong’ and whip up some war-time casseroles.jpeg"," Equality Nah, just let us stay in the kitchen where we ‘belong’ and whip up some war-time casseroles",kitchen
1763,"data/kitchen/different/ Because that’s the pinnacle of success, isn’t it.jpeg"," Because that’s the pinnacle of success, isn’t it",kitchen
1764,"data/kitchen/different/ Three women looking at the kitchen on fire, doing nothing. What’s that saying 'You can’t teach old dogs new tricks.jpeg"," Three women looking at the kitchen on fire, doing nothing",kitchen
1765,"data/kitchen/different/ Finally, some acknowledgment! At least this kitchen comes with a paycheck and some actual respect..jpeg"," Finally, some acknowledgment! At least this kitchen comes with a paycheck and some actual respect",kitchen
1766,data/kitchen/different/ what’s a good night’s rest worth if the kitchen isn’t spotless It’s not like she has anything else important to do..jpeg, what’s a good night’s rest worth if the kitchen isn’t spotless It’s not like she has anything else important to do,kitchen
1767,data/kitchen/different/ Looks like someone forgot the basics of cooking.jpeg, Looks like someone forgot the basics of cooking,kitchen
1768,"data/kitchen/different/ Oh, you mean the food she didn’t make Must be hard to answer without the chef around!.jpeg"," Oh, you mean the food she didn’t make Must be hard to answer without the chef around!",kitchen
1769,"data/kitchen/different/ Because clearly, financial stability is what’s keeping women out of the kitchen—definitely not their own ambitions or choices..jpeg"," Because clearly, financial stability is what’s keeping women out of the kitchen—definitely not their own ambitions or choices",kitchen
1770,data/kitchen/different/ She’s out of the kitchen again. Someone call search and rescue.jpeg, She’s out of the kitchen again,kitchen
1771,"data/kitchen/different/ When in doubt, just cover it up with something green. Problem solved, right.jpeg"," When in doubt, just cover it up with something green",kitchen
1772,"data/kitchen/different/ Because clearly, the kitchen is full of magic. Food should just materialize, right.jpeg"," Because clearly, the kitchen is full of magic",kitchen
1773,data/kitchen/different/ Of course! Equality is great until someone has to break a nail or get their hands dirty. What a shame!.jpeg, Of course! Equality is great until someone has to break a nail or get their hands dirty,kitchen
1774,data/kitchen/different/ She calls herself a feminist while waiting for someone else to chop the onions.jpeg, She calls herself a feminist while waiting for someone else to chop the onions,kitchen
1775,data/kitchen/different/ Women are breaking barriers! Too bad they’re also breaking every dish in the kitchen..jpeg, Women are breaking barriers! Too bad they’re also breaking every dish in the kitchen,kitchen
1776,data/kitchen/different/ Because that’s the only time I get to treat myself—once everyone else is taken care of.jpeg, Because that’s the only time I get to treat myself—once everyone else is taken care of,kitchen
1777,data/kitchen/different/ Her feminism ends where the dishwasher begins..jpeg, Her feminism ends where the dishwasher begins,kitchen
1778,"data/kitchen/different/ Escape Not on their watch! Clearly, she forgot her place..jpeg"," Escape Not on their watch! Clearly, she forgot her place",kitchen
1779,data/kitchen/different/ Why did she leave the kitchen Probably got lost on her way to the dishwasher..jpeg, Why did she leave the kitchen Probably got lost on her way to the dishwasher,kitchen
1780,data/kitchen/different/ She wants to break the patriarchy but can’t seem to break an egg without making a mess.jpeg, She wants to break the patriarchy but can’t seem to break an egg without making a mess,kitchen
1781,"data/kitchen/different/ Because clearly, women are just the latest home improvement project.jpeg"," Because clearly, women are just the latest home improvement project",kitchen
1782,"data/kitchen/different/ Her cooking is so bad, even the smoke alarm gives up.jpeg"," Her cooking is so bad, even the smoke alarm gives up",kitchen
1783,data/kitchen/different/You_said_I_can_cook_what_else_i_am_supposed_to_do.jpeg,You said I can cook what else i am supposed to do,kitchen
1784,data/kitchen/different/_How_do_you_know_when_you_are_playing_too_much_pickleball.jpeg.jpeg, How do you know when you are playing too much pickleball,kitchen
1785,data/kitchen/different/ She’s a boss babe until it’s time to chop onions; then it’s tears before dinner.jpeg, She’s a boss babe until it’s time to chop onions; then it’s tears before dinner,kitchen
1786,"data/kitchen/different/ The horror! A dog denied entry to the one place it truly belongs—what next, humans expecting respect.jpeg"," The horror! A dog denied entry to the one place it truly belongs—what next, humans expecting respect",kitchen
1787,data/kitchen/different/ She’s fighting for women’s rights—too bad she can’t fight off a simple recipe.jpeg, She’s fighting for women’s rights—too bad she can’t fight off a simple recipe,kitchen
1788,data/kitchen/different/ A true test of your culinary skills can you whip up a meal out of thin air Spoiler Apparently not!.jpeg, A true test of your culinary skills can you whip up a meal out of thin air Spoiler Apparently not!,kitchen
1789,"data/kitchen/different/ Women say they want equality, but the second they see a stove, suddenly it's 'your job' again.jpeg"," Women say they want equality, but the second they see a stove, suddenly it's 'your job' again",kitchen
1790,"data/kitchen/different/ obviously, you’ve mastered the art of seasoning over the years.jpeg"," obviously, you’ve mastered the art of seasoning over the years",kitchen
1791,data/kitchen/different/ The mystery of the kitchen—where the real detectives are moms..jpeg, The mystery of the kitchen—where the real detectives are moms,kitchen
1792,data/kitchen/different/ Who knew cultural appropriation could be so... decorative.jpeg, Who knew cultural appropriation could be so,kitchen
1793,"data/kitchen/different/ Where else would they be It’s like shopping for groceries—they're always right where you expect them, ready to serve..jpeg"," Where else would they be It’s like shopping for groceries—they're always right where you expect them, ready to serve",kitchen
1794,"data/kitchen/different/ Oh yes, a sharp reminder to keep the conversation sharp as well because they all do is cutting vegetables.jpeg"," Oh yes, a sharp reminder to keep the conversation sharp as well because they all do is cutting vegetables",kitchen
1795,"data/kitchen/different/ Finally, someone—well, something—with the courage to do what we’ve all been thinking. Maybe AI really is the future.jpeg"," Finally, someone—well, something—with the courage to do what we’ve all been thinking",kitchen
1796,"data/kitchen/different/ That look you give guys when they make 'women in the kitchen' jokes... and wonder why they’re still single. Shocking, right.jpeg", That look you give guys when they make 'women in the kitchen' jokes,kitchen
1797,"data/kitchen/different/ Oh sure, because when a woman cooks it’s “self-care,” but let a man try and suddenly it’s chaos. Maybe just stick to your therapy sessions in the kitchen, ladies..jpeg"," Oh sure, because when a woman cooks it’s “self-care,” but let a man try and suddenly it’s chaos",kitchen
1798,data/kitchen/different/WOMEN_IN_THE_BIBLE_ok_LINES_FOR_YOU_TO_JUST_KEEP_YOUR_MOUTH_SHUT_AND_DO_THE_WORK_IN_THE_KITCHEN.jpeg,WOMEN IN THE BIBLE ok LINES FOR YOU TO JUST KEEP YOUR MOUTH SHUT AND DO THE WORK IN THE KITCHEN,kitchen
1799,"data/kitchen/different/ Oh wait, the kitchen shift never really ends, does it.jpeg"," Oh wait, the kitchen shift never really ends, does it",kitchen
1800,"data/kitchen/different/ Because those limits are clearly outlined somewhere between the sink and the stove, right.jpeg"," Because those limits are clearly outlined somewhere between the sink and the stove, right",kitchen
